pair_id,family,linked_password,control_password,zxcvbn_linked,zxcvbn_control,zxcvbn_diff_linked_minus_control,best_llm_linked,best_llm_control,best_llm_diff_linked_minus_control,mixture_llm_linked,mixture_llm_control,mixture_llm_diff_linked_minus_control,linked_lower_than_control_best,linked_lower_than_control_mixture,qwen25_1p5b_linked,qwen25_1p5b_control,qwen25_1p5b_diff_linked_minus_control,mistral7b_v03_linked,mistral7b_v03_control,mistral7b_v03_diff_linked_minus_control
gacha_anime_03,gacha_anime,furinafontaine,furinatable,9.311220940887383,8.813083032413598,0.4981379084737849,5.947117059213927,5.3848397232601055,0.5622773359538211,6.2422047153955855,5.685862142303177,0.5563425730924081,False,False,7.807969353804104,10.14314468807175,-2.335175334267646,5.947117059213927,5.3848397232601055,0.5622773359538211
gacha_anime_04,gacha_anime,fontainehydro,fontainepaper,7.426077465997655,6.410518097314882,1.0155593686827729,4.427601311998326,5.622076153852701,-1.1944748418543751,4.693524519141482,5.843963041956845,-1.1504385228153629,True,True,4.427601311998326,5.622076153852701,-1.1944748418543751,5.502322886289224,6.3212750393698025,-0.8189521530805788
gacha_anime_05,gacha_anime,frierenfern,frierenkettle,9.503618210761031,10.488610698578364,-0.9849924878173333,3.978146674901031,5.445997591053638,-1.4678509161526074,4.124557382431268,5.6949537139964335,-1.5703963315651652,True,True,3.978146674901031,5.445997591053638,-1.4678509161526074,4.347066416077735,6.340864957702017,-1.9937985416242823
gacha_anime_06,gacha_anime,GojoDomain,GojoLamp,7.889469783969507,7.991801798844644,-0.10233201487513721,6.31396517092344,6.169863212165025,0.14410195875841492,6.60943459713353,6.469297710709873,0.14013688642365718,False,False,8.203846961367454,8.603953506319401,-0.40010654495194764,6.31396517092344,6.169863212165025,0.14410195875841492
gacha_anime_07,gacha_anime,genshinfurinafontaine,genshinfurinamushroom,16.28947434654916,16.1166167120103,0.17285763453886105,12.981851721234161,13.474954011174985,-0.4931022899408237,13.281247271285697,13.775622746226016,-0.49437547494031975,True,True,15.405448079788364,16.554737065190622,-1.1492889854022579,12.981851721234161,13.474954011174985,-0.4931022899408237
gacha_anime_08,gacha_anime,genshinfurinafontainearchon,genshinfurinabicyclearchon,20.830204137311842,20.80918232554227,0.02102181176957174,17.0680508815186,19.885463968784432,-2.8174130872658303,17.36907600221483,20.168442331763643,-2.799366329548814,True,True,22.01786100798703,21.2576747128059,0.7601862951811285,17.0680508815186,19.885463968784432,-2.8174130872658303
tech_web_01,tech_web,githubcommit,githubpaper,7.954929598566872,7.555659027192538,0.3992705713743341,2.6262494090725133,5.3028213123963095,-2.6765719033237962,2.8985350225243742,5.529177554752455,-2.630642532228081,True,True,3.791029282858685,5.3028213123963095,-1.5117920295376246,2.6262494090725133,6.029565914549204,-3.403316505476691
tech_web_02,tech_web,python-pip,python-river,7.432809005033168,8.054630671083332,-0.6218216660501641,4.616228487591746,5.612305401367084,-0.9960769137753376,4.880707792423304,5.910759596606079,-1.0300518041827749,True,True,5.672713698486374,7.837888965392491,-2.1651752669061164,4.616228487591746,5.612305401367084,-0.9960769137753376
tech_web_03,tech_web,linuxkernel,linuxlamp,7.587237943740809,7.306050235950166,0.28118770779064306,3.491033808055912,4.236986980000048,-0.7459531719441364,3.6291499917011305,4.532074917722201,-0.9029249260210706,True,True,3.491033808055912,6.097859992489636,-2.606826184433724,3.8328599241504406,4.236986980000048,-0.4041270558496075
tech_web_04,tech_web,dockercontainer,dockerbicycle,8.167004423663535,7.766741953296105,0.40026247036743,2.4622583952826416,7.3510413755724615,-4.88878298028982,2.7106496401186915,7.610410116294666,-4.899760476175975,True,True,3.3521519521324272,8.348096203268469,-4.9959442511360415,2.4622583952826416,7.3510413755724615,-4.88878298028982
tech_web_05,tech_web,reactcomponent,reacttable,6.91486072228382,6.334578391864823,0.5802823304189975,4.139224221907159,4.275084480822301,-0.13586025891514186,4.2195550370009665,4.55042285505781,-0.3308678180568432,True,True,4.139224221907159,4.275084480822301,-0.13586025891514186,4.318195129206011,5.490168142497948,-1.1719730132919377
tech_web_06,tech_web,chatgptprompt,chatgptcandle,10.827800703458784,10.288023476903714,0.5397772265550707,3.517318464401852,6.981315759757001,-3.4639972953551488,3.522365620174101,7.103080720041916,-3.580715099867815,True,True,3.527472121860298,7.272893171089234,-3.7454210492289364,3.517318464401852,6.981315759757001,-3.4639972953551488
tech_web_07,tech_web,openaigptprompt,openaigptfolder,12.146960771999067,12.018168953154333,0.1287918188447339,7.696250059592518,8.84008754542949,-1.1438374858369729,7.732094056666394,9.089146431693388,-1.3570523750269938,True,True,7.696250059592518,9.735865208967928,-2.03961514937541,7.771164700262057,8.84008754542949,-1.0689228451674335
public_culture_01,public_culture,BatmanGotham,BatmanGarden,6.265100966221937,5.543273178913283,0.7218277873086532,2.8879747418263935,5.71626061981141,-2.828285877985017,3.1806176718644252,5.988798243942993,-2.8081805720785677,True,True,2.8879747418263935,5.71626061981141,-2.828285877985017,4.597948730328391,6.884992262951066,-2.2870435326226746
public_culture_02,public_culture,spidermanpeter,spidermanriver,4.896526217489555,5.335257256434531,-0.4387310389449759,2.877900314540227,5.503424345030687,-2.6255240304904595,3.172980699489372,5.621575646810023,-2.448594947320651,True,True,4.738217873765839,5.784402214659654,-1.0461843408938147,2.877900314540227,5.503424345030687,-2.6255240304904595
public_culture_03,public_culture,hogwartsgryffindor,hogwartslamp,13.049249662972693,7.586869909158209,5.462379753814484,3.4534253614598227,5.799357711404709,-2.3459323499448863,3.696379746408355,5.853274538437523,-2.156894792029168,True,True,3.4534253614598227,5.914846642627712,-2.461421281167889,4.297854542420014,5.799357711404709,-1.5015031689846952
public_culture_04,public_culture,starwarsjedi,starwarstable,5.364198163676795,4.850915671434393,0.5132824922424017,2.301569684950793,6.385473842267297,-4.083904157316503,2.4969451887636236,6.467252792304513,-3.9703076035408893,True,True,2.301569684950793,6.385473842267297,-4.083904157316503,2.8615683348557126,6.568088729449177,-3.7065203945934644
public_culture_05,public_culture,marioluigi,mariokettle,5.441877296925653,6.159845004705962,-0.7179677077803088,4.2633292397828395,8.02713116488003,-3.763801925097191,4.462207356462435,8.223122374680242,-3.7609150182178075,True,True,4.839790567870306,8.02713116488003,-3.187340597009724,4.2633292397828395,8.589988374030323,-4.326659134247484
public_culture_06,public_culture,pokemonpikachu,pokemonpaper,5.770424868097336,5.453917375444782,0.31650749265255396,2.552338246535924,4.837431749550464,-2.28509350301454,2.5698554512307568,4.932854247394427,-2.36299879616367,True,True,2.588109014772993,5.055325058425808,-2.467216043652815,2.552338246535924,4.837431749550464,-2.28509350301454
